Utilizador:u289,Kaio Pádua,-8.67369,40.7111
Utilizador:u827,Aleks Ourique,-8.956566,41.37434
Utilizador:u973,Ulisses Arantes,-8.704893,38.565742
Utilizador:u388,Dominic Bragança,-7.54891,37.47385
Utilizador:u671,Flávio Imperial,-8.730985,38.175232
Utilizador:u726,Jay Lagoa,-8.0581,41.876984
Utilizador:u387,Eden Cascais,-7.229062,38.588272
Utilizador:u659,Lewis Frade,-7.576708,40.066692
Utilizador:u917,Roman Laureano,-7.4492474,40.88443
Utilizador:u489,Matías Soares,-9.005813,40.128613
Utilizador:u007,Jelson Vieira,-7.3651175,41.18506
Utilizador:u806,Sebastião Freixo,-8.335802,39.729736
Utilizador:u779,Kevyn Henriques,-7.334161,38.96567
Utilizador:u802,Derick Barroca,-7.255249,41.774242
Utilizador:u190,Michael Jesus,-6.4406424,41.46048
Utilizador:u160,Kelvin Vale,-6.6815186,41.689358
Utilizador:u546,Átila Almeida,-8.978891,41.95215
Utilizador:u438,Licínio Jobim,-8.859381,38.14111
Utilizador:u888,Ezequiel Rosa,-7.9335675,37.004787
Utilizador:u117,Eden Pimentel,-8.550222,38.870342
Utilizador:u394,Kenzo Santarém,-8.162373,40.16544
Utilizador:u146,Victor Caçoilo,-7.8939133,41.026295
Utilizador:u681,Edson Adarga,-7.2926397,39.16526
Utilizador:u696,Kevyn Quinaz,-8.939368,40.005028
Utilizador:u228,Mélvin Boeira,-8.627876,39.271507
Utilizador:u662,Domingos Sampaio,-8.179881,39.333885
Utilizador:u769,Ethan Eiró,-7.816893,39.706852
Utilizador:u637,Miguel Cantanhede,-6.8683376,37.963478
Utilizador:u195,Jerónimo Castilhos,-6.548704,39.57838
Utilizador:u878,Fausto Valim,-8.352405,38.73367
Utilizador:u553,Reyansh Madureira,-8.796415,38.218475
Utilizador:u934,Richard Capistrano,-6.7850676,41.463028
Utilizador:u404,Adilson Flávio,-6.423089,40.95009
Utilizador:u435,Bento Vaz,-8.791544,40.530777
Utilizador:u800,Alexander Coelho,-7.311509,41.05944
Utilizador:u057,Nélson Mendes,-6.400116,39.82657
Utilizador:u673,Gastão Guedes,-7.9909596,38.47818
Utilizador:u428,Lucca Boga,-8.370798,39.033745
Utilizador:u359,Kayden Inês,-6.9063196,37.65046
Utilizador:u528,Martim Nazário,-7.648593,37.413124
Utilizador:u920,Caleb Calheiros,-8.468245,38.698017
Utilizador:u244,Adryan Ninharelhos,-6.7195134,40.052197
Utilizador:u438,Vinícius Viegas,-6.4103346,40.8044
Utilizador:u412,Toni Lalanda,-7.3977313,41.820995
Utilizador:u435,Kelvin Curado,-8.647555,37.454025
Utilizador:u500,Moisés Grande,-8.27315,40.864
Utilizador:u438,Diniz Souto,-6.5406437,41.11586
Utilizador:u334,Renato Castelo,-8.70931,37.298855
Utilizador:u635,Noah Redondo,-8.848782,37.253075
Utilizador:u934,Mariano Belém,-9.198706,39.503452
Utilizador:u469,Jason Sobral,-7.5261054,37.632637
Utilizador:u851,Salomão Vieira,-9.041438,38.788
Utilizador:u535,Fabrício Atilano,-8.566454,38.007107
Utilizador:u034,Gilberto Lira,-8.902162,39.777412
Utilizador:u171,Filip Curado,-6.9291606,41.975136
Utilizador:u859,Sandro Freixo,-8.5700655,37.664635
Utilizador:u664,Dante Tinoco,-9.150825,39.444042
Utilizador:u726,Djeyson Barateiro,-7.8864737,41.666634
Utilizador:u795,Osvaldo Banha,-8.803138,37.03386
Utilizador:u455,Lucca Rabelo,-7.582223,40.566666
Utilizador:u908,Saulo Toledo,-7.2018538,39.778297
Utilizador:u635,Alexey Valério,-7.5934067,37.38914
Utilizador:u587,Elvis Mondragão,-8.107004,41.263767
Utilizador:u655,Mikael Pinho,-7.0360384,41.61721
Utilizador:u263,Juliano Castelo Branco,-7.159315,38.342934
Utilizador:u828,Dino Covinha,-9.01925,37.890656
Utilizador:u746,Gurtej Souto,-9.008127,39.862705
Utilizador:u195,Ederson Café,-7.890018,37.92059
Utilizador:u440,Henrique Monsanto,-6.460372,40.129913
Utilizador:u893,Maurício Varejão,-7.866608,37.929466
Utilizador:u826,Gonçalo Amado,-9.13149,38.62218
Utilizador:u477,Helder Pinhal,-7.60153,41.05677
Utilizador:u211,Elijah Lamenha,-8.01848,39.852776
Utilizador:u630,Eliel Pacheco,-8.0460825,40.974876
Utilizador:u934,Igor Piteira,-6.4071236,39.78185
Utilizador:u137,Sidnei Couto,-7.310645,41.443333
Utilizador:u682,Romão Landim,-7.793168,41.581726
Utilizador:u324,Ian Vilalobos,-8.785937,37.936676
Utilizador:u260,Elias Porciúncula,-7.778642,38.6913
Utilizador:u197,Derick Miguéis,-7.1310415,38.65822
Utilizador:u131,Romão Cordeiro,-7.612239,37.46053
Utilizador:u734,Nilton Barateiro,-6.9476357,38.513126
Utilizador:u341,Jasmim Carregueiro,-9.319712,40.235176
Utilizador:u587,César Portugal,-7.931631,40.087658
Utilizador:u968,Jean Camelo,-6.671515,39.64228
Utilizador:u106,Elói Maciel,-9.054738,41.81015
Utilizador:u654,Christyan Lagoa,-6.6035595,40.41929
Utilizador:u149,Lewis Valim,-7.3897247,40.59181
Utilizador:u349,Shayan Dorneles,-7.402311,38.754032
Utilizador:u581,Telmo Marroquim,-8.867466,41.81988
Utilizador:u219,Theodoro Adão,-8.41209,39.980965
Utilizador:u349,Jayson Neres,-8.516027,41.78545
Utilizador:u913,Adílio Noite,-7.774981,37.296528
Utilizador:u673,Tomé Fidalgo,-7.7998204,37.750294
Utilizador:u100,Aarnav Valentim,-8.023024,39.01934
Utilizador:u171,Jack Ginjeira,-6.6162543,40.55222
Utilizador:u454,Iúri Barra,-6.3228893,40.67878
Utilizador:u269,Noah Hipólito,-8.82206,38.212677
Utilizador:u367,Duarte Maia,-6.825246,39.58764
Utilizador:u291,Vlad Robalo,-7.111052,39.892754
Voluntarios:v413,Luis Branco,-7.1886144,41.075367,29.143751
Voluntarios:v222,Bo Sarmento,-9.115729,39.90267,80.093346
Voluntarios:v095,Israel Rebouças,-8.535656,38.341232,168.52142
Voluntarios:v105,Emilio Brião,-9.183802,40.508884,18.963278
Voluntarios:v284,Valério Lucas,-6.836955,37.841053,194.13255
Voluntarios:v476,Zacarias Monte,-8.547601,41.009514,112.153435
Voluntarios:v957,Mark Araújo,-7.0158157,40.46432,124.57544
Voluntarios:v420,Jimmy Teles,-8.266455,41.039917,66.56177
Voluntarios:v156,Elias Lousã,-9.18209,38.544334,67.326225
Voluntarios:v630,Élio Coronel,-6.3880234,40.819675,94.84491
Voluntarios:v526,Mauricio Parente,-6.4483128,41.23273,114.10158
Voluntarios:v253,Kiene Leal,-6.96329,40.629997,138.55106
Voluntarios:v058,Lukas Quirino,-9.056222,38.220947,150.48904
Voluntarios:v495,Edilson Trigueiro,-6.365113,40.85552,108.941055
Voluntarios:v292,Messias Franca,-8.191886,41.714264,16.693329
Voluntarios:v058,Gastão Henriques,-7.370954,41.07127,6.620717
Voluntarios:v199,Uriel Marinho,-8.592315,37.33631,5.9681416
Voluntarios:v695,Dinis Rego,-6.5433717,40.874695,182.28893
Voluntarios:v707,Louis Areosa,-7.4958315,39.55882,65.85746
Voluntarios:v118,Amadeu Barroca,-8.4548435,41.346233,79.49539
Voluntarios:v918,Antonio Quinterno,-8.896171,41.070515,73.55696
Voluntarios:v241,Uriel Salazar,-8.346222,39.365494,185.29358
Voluntarios:v371,Narciso Ilha,-8.401825,37.810978,49.495483
Voluntarios:v936,César Roriz,-7.558896,41.652157,61.083138
Voluntarios:v108,Toni Serro,-6.574195,39.184803,101.53601
Voluntarios:v002,Enrique Canejo,-8.546783,39.615772,36.531303
Voluntarios:v971,Celso Sabala,-6.349415,37.179974,169.73041
Voluntarios:v884,Matías Cachoeira,-8.090038,40.678528,35.908066
Voluntarios:v233,Valdemar Feijó,-8.419182,40.195366,44.01406
Voluntarios:v283,Erick Vergueiro,-6.557951,39.81035,129.31331
Voluntarios:v700,Pak Bezerril,-9.130379,40.069683,20.224035
Voluntarios:v886,Edilson Aldeia,-8.095615,41.365807,93.30993
Voluntarios:v689,Alejandro Caiado,-9.0037565,41.899044,156.46085
Voluntarios:v564,Maurício Cantanhede,-6.704733,41.221256,154.81963
Voluntarios:v939,Theodoro Prudente,-8.002161,41.906376,106.71723
Voluntarios:v933,Kendrick Peralta,-6.604337,39.624763,129.51265
Voluntarios:v642,Jónatas Roriz,-8.589152,41.773167,154.62451
Voluntarios:v730,Dumitru Vargas,-7.047245,40.967834,116.244446
Voluntarios:v880,Armando Portugal,-7.2435503,40.63558,146.26505
Voluntarios:v705,Aurélio Teixeira,-8.843445,38.324978,54.584217
Voluntarios:v139,Luís Lira,-8.163141,41.523987,133.17268
Voluntarios:v083,Adílio Mendonça,-8.753077,40.6834,49.88594
Voluntarios:v578,César Neves,-9.276413,39.50559,103.41979
Voluntarios:v148,Ruby Moutinho,-9.1104965,38.90809,77.599525
Voluntarios:v817,Hao Cachão,-6.5223937,38.642887,70.32178
Voluntarios:v143,Ayan Brásio,-6.574897,39.411728,119.59535
Voluntarios:v841,Bernardo Quina,-6.759336,39.606678,194.36171
Voluntarios:v226,Tito Neto,-8.647391,41.053772,10.210049
Voluntarios:v581,Marcelo Miguéis,-6.4423156,37.36535,76.81546
Voluntarios:v979,Matías Adão,-6.6976843,38.770523,129.69624
Voluntarios:v960,Alfa Furquim,-8.193194,38.007866,22.736013
Voluntarios:v952,Abraim Varanda,-7.631997,41.193737,1.8985391
Voluntarios:v341,Enrique Xavier,-6.882164,40.7037,196.05086
Voluntarios:v292,Marcelo Aguiar,-7.2887454,38.32139,78.401245
Voluntarios:v638,Mamadú Alencar,-7.074122,39.48368,86.91913
Voluntarios:v967,Keanu Miranda,-7.8098135,37.663567,45.49302
Voluntarios:v529,Adolfo Sardinha,-8.1821785,41.725605,15.804899
Voluntarios:v547,Dimas Gomes,-6.9192705,37.706974,38.77747
Voluntarios:v771,Maël Aveiro,-7.9368334,37.267727,40.979027
Voluntarios:v271,Calvin Ferro,-7.3694415,40.08779,55.618263
Voluntarios:v841,Erik Ávila,-7.386567,38.722317,157.20474
Voluntarios:v977,Elísio Carrilho,-7.942595,40.319023,24.380255
Voluntarios:v431,Jorge Belchior,-7.060032,39.51442,41.11606
Voluntarios:v309,Leonard Brásio,-8.91725,41.739624,5.1789045
Voluntarios:v516,Fernando Pardo,-7.412455,37.249237,49.07255
Voluntarios:v239,Martinho Charneca,-9.209681,39.571278,5.5290937
Voluntarios:v466,Fabian Calado,-6.8666687,38.32231,14.771152
Voluntarios:v803,Pablo Balsemão,-8.649473,41.628597,46.897675
Voluntarios:v113,Aires Pinto,-7.2089286,39.087753,60.125015
Voluntarios:v929,Santiago Lobo,-7.401733,37.051353,190.21599
Voluntarios:v867,Eduard Tigre,-9.067549,40.32447,25.635792
Voluntarios:v441,Prince Barrela,-6.3617115,39.12955,182.74252
Voluntarios:v135,Adrian Cascais,-8.443808,37.881805,173.69415
Voluntarios:v297,Danylo Gameiro,-7.533825,37.150322,181.25404
Voluntarios:v715,Tierri Durães,-8.948167,37.115494,55.234505
Voluntarios:v387,Leone Velasco,-8.399349,40.010242,91.2027
Voluntarios:v018,Eros Barbosa,-8.549046,41.15095,177.24367
Voluntarios:v104,Jack Rosmaninho,-8.699988,41.050613,52.87442
Voluntarios:v339,Samuel Coronel,-9.208863,37.427467,20.034622
Voluntarios:v223,Isac Mont'Alverne,-7.2889104,39.509792,169.8249
Voluntarios:v796,Gonçalo Taborda,-6.981266,41.45607,107.70052
Voluntarios:v403,Raúl Souto Maior,-6.5216694,39.28028,52.475105
Voluntarios:v903,Kevin Quinterno,-7.4820604,41.714497,133.1729
Voluntarios:v801,Davi Rufino,-8.435785,38.087482,177.0432
Voluntarios:v594,Ismael Nascimento,-7.653796,41.80924,113.23543
Voluntarios:v335,Hugo Domingos,-8.695227,40.837,43.618225
Voluntarios:v986,Aryan Banha,-7.0289774,40.751995,42.237556
Voluntarios:v076,Sandro Alencar,-8.96083,39.364426,82.32664
Voluntarios:v048,Martín Salgado,-8.552441,41.85067,50.788498
Voluntarios:v671,Cauã Castelo Branco,-9.04199,41.696426,17.376005
Voluntarios:v935,Vladislav Neiva,-7.3790507,41.084072,51.494385
Voluntarios:v996,Arlindo Canhão,-8.604874,39.402245,18.450224
Voluntarios:v605,Arlindo Esparteiro,-6.455553,37.484997,128.98888
Voluntarios:v841,Fred Fontinha,-7.087351,38.332966,54.355656
Voluntarios:v059,Sebastião Lameirinhas,-7.185808,38.526703,196.63808
Voluntarios:v099,Lucca Mascarenhas,-8.652379,39.21082,175.61438
Voluntarios:v272,Gabriel Barroso,-8.83084,39.182976,168.83434
Voluntarios:v520,Romeo Flávio,-7.32812,39.842587,85.536064
Voluntarios:v447,Maksim Carvalhoso,-8.142708,40.42801,85.95432
Voluntarios:v536,Arham Modesto,-7.072029,40.23462,1.334846
Transportadora:t458,Transportes Ideal Da Freixeira, Lda,-8.1496,40.05794,739740655,131,1.0
Transportadora:t382,Avintestour - Transporte De Passageiros, Lda,-7.4147296,41.580803,586946158,152,1.0
Transportadora:t783,Geocargo - Transitários, Lda,-6.3819323,39.12357,421894759,126,1.0
Transportadora:t938,Transportes Tufão, Unipessoal, Lda,-6.4307775,41.7066,185467796,906,1.0
Transportadora:t389,Loriexpress - Transporte De Encomendas, Lda,-8.20529,40.4093,618787364,045,1.0
Transportadora:t731,Mapelgex, Unipessoal, Lda,-8.572282,38.705345,293310202,895,1.0
Transportadora:t453,Be Rapid - Distribuição De Encomendas, Lda,-8.308388,38.327106,474339718,041,1.0
Transportadora:t714,Edgar & Prieto, Lda,-6.627306,41.20309,061373392,056,1.0
Transportadora:t254,Be Rapid - Distribuição De Encomendas, Lda,-8.177554,39.618015,515090011,917,1.0
Transportadora:t032,Plano I9 - Soluções Globais Logísticas, Lda,-7.4814777,40.387383,969385439,931,1.0
Transportadora:t775,Logistaf, Lda,-7.5835085,40.62056,896630704,975,1.0
