Utilizador:u866,Jaden Falcão,-7.1380644,37.52067
Utilizador:u004,Ibrahim Simas,-7.619282,40.867264
Utilizador:u674,Adrian Protásio,-6.441068,38.1691
Utilizador:u254,Joel Protásio,-8.159816,40.99658
Utilizador:u793,Dumitru Valadares,-7.10666,37.140835
Utilizador:u484,Lopo Figueiró,-7.994223,40.87682
Utilizador:u010,Adonai Filgueiras,-6.8641477,41.497894
Utilizador:u217,Jawad Dutra,-8.674375,41.91538
Utilizador:u438,Mohamed Ferraz,-7.570323,41.31403
Utilizador:u926,Lucca Vilanova,-7.3646393,39.700058
Utilizador:u173,Dárcio Lampreia,-6.5059414,40.473938
Utilizador:u358,Kevin Festas,-6.393772,40.82702
Utilizador:u072,Wilson Keil,-7.176375,40.795055
Utilizador:u435,Edward Figueiroa,-8.181346,39.001637
Utilizador:u548,Vicente Falcão,-9.31441,38.166176
Utilizador:u776,Bernardino Gorjão,-9.024156,41.831802
Utilizador:u621,Michael Paz,-7.5714545,40.62509
Utilizador:u524,Mihai Madruga,-8.780685,38.810436
Utilizador:u754,Kaio Chagas,-7.3199415,40.910633
Utilizador:u929,Yuvraj Junqueira,-8.912639,37.560165
Utilizador:u517,Vinícius Serro,-6.860422,40.0681
Utilizador:u746,Fábio Paixão,-7.0718102,41.931362
Utilizador:u004,Hazael Azeredo,-8.487681,38.851334
Utilizador:u125,Jonas Afonso,-7.6302996,37.210484
Utilizador:u870,Ayaan Marreiro,-7.592543,41.03635
Utilizador:u115,Miguel Soares,-7.5972304,37.80439
Utilizador:u086,Gianni Quirino,-6.6079025,41.22367
Utilizador:u970,Elijah Águeda,-8.254252,40.237457
Utilizador:u399,Timur Domingues,-6.565542,38.43541
Utilizador:u568,Danylo Fazendeiro,-7.4469676,41.694435
Utilizador:u769,Adrian Dutra,-7.760283,38.17693
Utilizador:u251,Ernesto Cachão,-8.849849,37.45109
Utilizador:u133,Adrien Grilo,-8.555725,40.726994
Utilizador:u472,Gerson Chaves,-7.766332,37.98767
Utilizador:u662,Rodolfo Teixeira,-9.008085,39.798393
Utilizador:u882,Telmo Gameiro,-6.513863,39.57948
Utilizador:u477,Sidnei Jesus,-8.922449,41.314075
Utilizador:u185,Martín Fortes,-6.803713,39.79315
Utilizador:u097,Vinícius Assis,-8.537984,38.842556
Utilizador:u174,Damien Simas,-9.014936,37.958675
Utilizador:u937,Brayn Rego,-8.333934,38.033447
Utilizador:u816,Ildo Perdigão,-8.017128,41.84533
Utilizador:u076,Brayn Maia,-7.0467725,38.691116
Utilizador:u849,Aahan Baião,-8.5293255,41.63958
Utilizador:u809,Lúcio Norões,-9.149353,40.146187
Utilizador:u816,Tierri Mirandela,-6.4996996,39.93466
Utilizador:u376,Pietro Serpa,-6.347395,37.542362
Utilizador:u621,Daniel Júdice,-8.214669,39.995766
Utilizador:u891,Kévim Cunha,-8.682352,40.51744
Utilizador:u840,Edilson Abranches,-8.193066,37.004704
Utilizador:u257,Noah Godoi,-6.3829746,38.875214
Utilizador:u708,Asafe Soverosa,-8.896389,40.624146
Utilizador:u637,Carlos Ourique,-7.139445,41.661987
Utilizador:u984,Jessé Batata,-8.6646385,37.96895
Utilizador:u891,Anselmo Argolo,-7.2544537,38.324707
Utilizador:u124,Sérgio Orriça,-8.869617,41.16145
Utilizador:u542,Ibrahim Nogueira,-9.160724,37.99969
Utilizador:u519,Marcos Leme,-7.6039405,40.78255
Utilizador:u581,Mattia Aveiro,-8.754697,40.803688
Utilizador:u310,Júnior Vilaça,-8.599679,40.167603
Utilizador:u161,Alonso Abelho,-7.217863,37.684765
Utilizador:u661,Deivid Neto,-7.0879908,40.023663
Utilizador:u158,Augusto Torres,-6.368929,38.35
Utilizador:u051,Ari Carmo,-6.9789524,41.114212
Utilizador:u651,Fred Banha,-8.171659,37.74971
Utilizador:u537,Charlie Grande,-6.352394,39.23882
Utilizador:u536,Willian Lameira,-7.2896743,39.19501
Utilizador:u491,Aleksey Baptista,-6.8224955,39.721302
Utilizador:u068,Shayan Farias,-7.4415092,38.5278
Utilizador:u513,Anael Alvarenga,-7.6305537,37.252
Utilizador:u076,Nélio Onofre,-7.8459406,40.99176
Utilizador:u188,Nikolas Teles,-7.780471,37.38444
Utilizador:u638,Mankirat Marroquim,-7.250568,37.022865
Utilizador:u612,Matheus Soveral,-7.840241,38.477238
Utilizador:u541,Mohamed Chagas,-8.794138,38.56553
Utilizador:u301,Fabio Varão,-7.9163904,39.97128
Utilizador:u408,Jóni Lago,-8.2875595,41.902714
Utilizador:u454,Romeo Lagos,-8.150843,38.33339
Utilizador:u366,Janai Fartaria,-7.1717463,37.58348
Utilizador:u925,Edmar Faustino,-8.27827,38.098
Utilizador:u024,Louis Borja,-6.6608644,38.533936
Utilizador:u598,Kennedy Sítima,-7.77008,41.406994
Utilizador:u628,Sidney Marçal,-8.320837,41.606735
Utilizador:u109,Luiz Tristão,-8.718307,39.280804
Utilizador:u000,Adilson Sousa,-9.219145,41.47127
Utilizador:u473,Eros Brandão,-7.002616,38.09158
Utilizador:u080,Martin Ferraço,-6.767128,41.670006
Utilizador:u217,Eliel Freire,-6.6324267,39.709885
Utilizador:u371,Décio Teves,-7.4712124,38.800667
Utilizador:u054,Mílton Mondragão,-8.119108,40.31764
Utilizador:u848,Edmilson Regodeiro,-7.506935,38.32845
Utilizador:u920,Adílio Brito,-6.77456,40.33739
Utilizador:u995,Fausto Adão,-6.504839,40.422363
Utilizador:u788,Oliver Mansilha,-8.064417,41.994915
Utilizador:u687,Élson Pereira,-8.52826,39.743477
Utilizador:u855,Osvaldo Carrilho,-7.657524,40.533104
Utilizador:u687,Brayn Liberato,-8.003988,38.905384
Utilizador:u426,Maël Valentim,-7.649028,37.26582
Utilizador:u264,Gaspar Cabral,-8.033555,41.564617
Utilizador:u525,Derek Eanes,-7.7977505,41.26628
Voluntarios:v625,Frederico Vergueiro,-8.260806,40.44227,136.81595
Voluntarios:v486,Alessandro Palos,-8.227398,41.05949,96.78377
Voluntarios:v621,Artur Vilhena,-8.876301,37.471737,109.823814
Voluntarios:v242,Aleks Barrela,-6.5862703,37.24281,26.054943
Voluntarios:v424,Lenny Teves,-6.640852,38.186302,147.53542
Voluntarios:v074,Artur Homem,-7.9360356,39.703136,21.389389
Voluntarios:v623,Kelson Amarante,-6.8085327,37.97166,115.7861
Voluntarios:v514,Mário Silveira,-6.8898954,39.77024,50.22583
Voluntarios:v287,Damian Teles,-6.6240206,37.368996,119.42209
Voluntarios:v105,Kiame Lemes,-8.995845,40.921963,38.331367
Voluntarios:v824,Vasco Soares,-7.611762,40.016483,191.1778
Voluntarios:v262,Henry Vigário,-6.5810184,37.35739,90.05915
Voluntarios:v091,Calvin Fartaria,-7.5587215,41.93873,126.84608
Voluntarios:v141,Eduardo Azeredo,-7.071824,40.915173,180.10475
Voluntarios:v220,Kaio Cambezes,-8.021005,41.656364,82.5235
Voluntarios:v110,Timur Duarte,-6.921894,41.431305,133.15019
Voluntarios:v832,Alexandre Canário,-7.576664,38.496136,15.67893
Voluntarios:v086,Angelo Cavalheiro,-8.092087,38.03636,144.00829
Voluntarios:v817,Daniel Jordão,-9.182279,37.01792,147.65414
Voluntarios:v419,Leon Goulão,-7.9730453,41.202614,137.73389
Voluntarios:v489,Adrian Covinha,-7.0980587,40.492046,97.55448
Voluntarios:v990,Yi Canhão,-8.507622,37.691555,132.64507
Voluntarios:v968,Romeo Freire,-6.727236,41.42355,173.08879
Voluntarios:v375,Santhiago Lopes,-9.095467,39.817318,99.03304
Voluntarios:v178,Stefan Maia,-9.166404,39.144054,199.22859
Voluntarios:v304,Asafe Cabeça de Vaca,-7.7199473,38.505157,76.77786
Voluntarios:v451,Juliano Caldeira,-8.870707,41.74406,72.17223
Voluntarios:v757,Kiene Carrilho,-8.316803,38.382854,103.9863
Voluntarios:v358,Lyam Inês,-8.315267,38.78099,60.458935
Voluntarios:v856,Lázaro Félix,-8.328096,41.679634,129.13277
Voluntarios:v261,Aurélio Castilhos,-6.937819,40.490807,90.14611
Voluntarios:v071,Milton Nolasco,-7.185975,40.20785,146.39917
Voluntarios:v759,Janai Bouça,-6.854042,40.475655,127.95162
Voluntarios:v047,Aleksandre Bensaúde,-7.789203,40.439934,18.10043
Voluntarios:v343,Rogério Loio,-8.08995,41.831856,130.53453
Voluntarios:v296,Cael Parracho,-6.5406666,39.852432,31.800293
Voluntarios:v350,Silas Rosa,-7.2398186,38.746223,94.95263
Voluntarios:v154,César Bento,-9.216135,38.897915,40.420555
Voluntarios:v600,Jaime Cabeça de Vaca,-8.172612,40.628544,151.59854
Voluntarios:v611,Lyam Valim,-6.387498,38.930164,175.03242
Voluntarios:v471,Amine Domingos,-9.273998,37.065212,196.10342
Voluntarios:v125,Leon Farias,-9.198145,40.383736,92.723724
Voluntarios:v410,Romário Neiva,-6.399601,40.31683,3.4954429
Voluntarios:v055,Diego Pureza,-6.5718126,38.983307,78.519295
Voluntarios:v317,Cael Rufino,-7.546745,37.359657,170.7473
Voluntarios:v666,Viaan Pessoa,-7.630667,41.80108,199.86249
Voluntarios:v241,Andriy Remígio,-9.097409,41.459484,185.17928
Voluntarios:v018,Theodoro Capucho,-6.431739,38.887444,19.915545
Voluntarios:v957,Aarnav Lira,-6.883898,41.608833,99.62775
Voluntarios:v468,Bernardino Cambezes,-8.857394,40.125153,118.779945
Voluntarios:v216,Rodney Damásio,-7.58527,38.33274,186.96219
Voluntarios:v463,Danylo Rocha,-8.225501,38.842644,16.610706
Voluntarios:v872,Josué Toledo,-8.597907,39.324474,3.3662438
Voluntarios:v261,Jacob Milheiro,-7.933898,41.068695,161.42778
Voluntarios:v485,Israel Farinha,-8.109629,41.83768,168.27924
Voluntarios:v758,Taha Mamouros,-8.167132,39.683346,185.32782
Voluntarios:v761,Elias Loio,-6.4434576,37.06117,45.903267
Voluntarios:v063,Romeo Caçoilo,-7.774342,39.513077,4.471934
Voluntarios:v133,Samuel Paz,-6.442897,40.15969,23.144054
Voluntarios:v152,Mílton Chaves,-6.3313675,41.959496,10.962796
Voluntarios:v018,Hélio Cerveira,-7.316743,39.031094,39.5893
Voluntarios:v565,Adam Rebimbas,-7.728781,40.51613,165.60007
Voluntarios:v718,Aryan Peixoto,-8.153225,38.775978,187.39998
Voluntarios:v986,Frederico Cavadas,-7.62307,39.124863,144.18329
Voluntarios:v290,Anilson Murteira,-7.2912087,39.45657,154.11607
Voluntarios:v272,Dilan Câmara,-6.520897,41.474594,108.70177
Voluntarios:v305,Edilson Trigueiro,-6.8456097,38.242516,46.113026
Voluntarios:v990,Felipe Pedroso,-7.918238,38.570774,57.960903
Voluntarios:v236,Adilson Silva,-6.811016,39.934025,182.16878
Voluntarios:v664,David Rosado,-9.253574,37.633804,132.98392
Voluntarios:v915,Mílton Vilalobos,-6.8850107,38.439846,144.94926
Voluntarios:v682,Rúben Jorge,-6.6689196,37.87848,111.18592
Voluntarios:v311,Graciano Galindo,-7.3210373,37.238506,29.66106
Voluntarios:v202,Rogério Aires,-7.8783183,41.053738,24.67804
Voluntarios:v073,Jaime Quinterno,-8.602305,39.153885,93.03738
Voluntarios:v194,Jayson Bairros,-6.877472,37.70811,62.59625
Voluntarios:v008,Amílcar Chainho,-6.809697,40.79699,103.57549
Voluntarios:v355,Emerson Matias,-7.989582,37.043087,53.182365
Voluntarios:v024,Matviy Adarga,-9.193034,38.756516,87.46388
Voluntarios:v548,Yuvraj Cidreira,-8.952878,41.52235,139.0021
Voluntarios:v832,Vinícius Barros,-8.509206,40.184544,141.1989
Voluntarios:v877,Moisés Palos,-6.8318725,41.01447,152.70354
Voluntarios:v814,Edmilson Machado,-7.0929246,38.723774,118.93667
Voluntarios:v810,Eduardo Melancia,-7.7836733,41.5029,188.23349
Voluntarios:v000,Derek Carrasco,-9.092649,39.47792,37.31737
Voluntarios:v500,Prerak Amaral,-6.6075053,41.443527,64.532974
Voluntarios:v656,Santiago Ribeiro,-7.268503,37.88224,156.4878
Voluntarios:v840,Enzi Cabeça de Vaca,-7.575843,38.936813,121.7666
Voluntarios:v397,Aleksey Peçanha,-8.277609,40.54543,64.34907
Voluntarios:v774,Yuvraj Brochado,-8.615837,39.462048,172.44673
Voluntarios:v928,Lewis Pinheiro,-8.307494,41.724503,51.088142
Voluntarios:v010,Benjamin Cantanhede,-7.2265377,39.559322,129.27115
Voluntarios:v430,Franklin Porto,-8.013192,40.05377,141.45407
Voluntarios:v128,Lúcio Candal,-9.208163,39.305794,175.32362
Voluntarios:v716,Martin Caldeira,-6.5822425,40.10219,114.371666
Voluntarios:v916,Eduard Couto,-9.234739,37.21924,189.70851
Voluntarios:v042,Andrew Conceição,-7.8602066,39.323463,114.822914
Voluntarios:v425,Matias Serro,-7.1870713,41.07016,64.405594
Voluntarios:v449,Haniel Cancela,-6.921007,41.25107,189.5719
Voluntarios:v540,Vagner Covinha,-8.106312,38.02459,108.67197
Transportadora:t289,Lopes Pereira & Pereira, Lda,-7.389127,39.7022,392492511,763,1.0
Transportadora:t498,Jet Express - Empresa De Estafetagem, Lda,-6.9810166,37.549015,243096210,565,1.0
Transportadora:t145,Futurvida - Fabricação De Veículos Especiais, Lda,-7.369847,39.60497,814431038,904,1.0
Transportadora:t364,Transportes Ideal Da Freixeira, Lda,-8.871396,40.70467,575810428,514,1.0
Transportadora:t815,Manuel Valente De Almeida & Filhos, Lda,-8.955231,39.04208,189758398,449,1.0
Transportadora:t100,Smartbus - Transportes Personalizados, Lda,-8.145015,41.675255,450480337,938,1.0
Transportadora:t372,Smartbus - Transportes Personalizados, Lda,-6.4341645,40.231346,267979258,693,1.0
Transportadora:t877,Portomail - Transporte De Documentos E Encomendas, Lda,-6.786947,41.083332,652421366,412,1.0
Transportadora:t854,Loriexpress - Transporte De Encomendas, Lda,-9.200079,38.77564,980532339,761,1.0
